Consigne.started,Consigne.stopped,Key_resp1.keys,Key_resp1.rt,Key_resp1.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,IMAGES.started,IMAGES.stopped,SAM.started,SAM.stopped,Plaisir.response,Plaisir.rt,EVEIL.response,EVEIL.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ImageFile,ImagesDistracteursFile,Test,Calcul.started,Calcul.stopped,Key_response.keys,Key_response.rt,Key_response.duration,Consigne_reco.started,Consigne_reco.stopped,key_resp_reconn.keys,key_resp_reconn.rt,key_resp_reconn.duration,DISTRACTEURS.started,DISTRACTEURS.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,MERCI.started,MERCI.stopped
0.0005,1.3724,space,1.2728,,P017,001,2025-06-10_16h12.43.413,Emotion.Memoire.2024,2024.1.5,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,P017,001,2025-06-10_16h12.43.413,Emotion.Memoire.2024,2024.1.5,MacIntel,59.88023952,1.3791,11.3724,11.3739,14.4551,1,1.8468,9,3.0785,0,0,0,0,1,IMAGES_EXP_mp4_40/FIXES/FIX-NEGATIF-mp4/Image6.mp4,DISTRACTEURS-40/DIST.ANIMÉES-20/10.NÉGATIFS/Dist.animee.negatif10.mp4,IMAGES_EXP_mp4_40/ANIMEES/10- ANIMEES --NEGATIVES /Video1.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,P017,001,2025-06-10_16h12.43.413,Emotion.Memoire.2024,2024.1.5,MacIntel,59.88023952,14.4566,24.4559,24.4562,27.3224,5,1.8306,1,2.8628,0,1,1,1,1,IMAGES_EXP_mp4_40/FIXES/FIX-NEUTRE-mp4/image9.mp4,DISTRACTEURS-40/DIST.ANIMÉES-20/10.NEUTRES/Dist.animee.neutre3.mp4,DISTRACTEURS-40/DIST.FIXES-20/10.NÉGATIFS/Dist.fix.negatif3.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,P017,001,2025-06-10_16h12.43.413,Emotion.Memoire.2024,2024.1.5,MacIntel,59.88023952,27.3227,37.3227,37.3229,41.1227,2,2.7648,7,3.7978,0,2,2,2,1,IMAGES_EXP_mp4_40/FIXES/FIX-NEGATIF-mp4/Image3.mp4,IMAGES_EXP_mp4_40/ANIMEES/10- ANIMEES --NEGATIVES /Video2.mp4,DISTRACTEURS-40/DIST.FIXES-20/10.NÉGATIFS/Dist.fix.negatif5.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,P017,001,2025-06-10_16h12.43.413,Emotion.Memoire.2024,2024.1.5,MacIntel,59.88023952,41.1229,51.123,51.1233,53.4229,1,1.1469,9,2.2969,0,3,3,3,1,IMAGES_EXP_mp4_40/FIXES/FIX-NEGATIF-mp4/Image4.mp4,IMAGES_EXP_mp4_40/FIXES/FIX-NEUTRE-mp4/image6.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,P017,001,2025-06-10_16h12.43.413,Emotion.Memoire.2024,2024.1.5,MacIntel,59.88023952,53.4233,63.423,63.4233,67.8224,2,3.3972,8,4.3969,0,4,4,4,1,IMAGES_EXP_mp4_40/FIXES/FIX-NEGATIF-mp4/Image10.mp4,IMAGES_EXP_mp4_40/FIXES/FIX-NEUTRE-mp4/image2.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,P017,001,2025-06-10_16h12.43.413,Emotion.Memoire.2024,2024.1.5,MacIntel,59.88023952,67.8226,77.7723,77.7724,83.2905,2,4.3823,8,5.5167,0,5,5,5,1,IMAGES_EXP_mp4_40/ANIMEES/11-ANIMEES --- NEUTRES /video10.mp4,DISTRACTEURS-40/DIST.FIXES-20/10.NEUTRES /Dist.fix.neutre7.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,P017,001,2025-06-10_16h12.43.413,Emotion.Memoire.2024,2024.1.5,MacIntel,59.88023952,83.2908,93.2903,93.2906,99.207,4,4.8138,1,5.9129,0,6,6,6,1,IMAGES_EXP_mp4_40/ANIMEES/10- ANIMEES --NEGATIVES /Video4.mp4,DISTRACTEURS-40/DIST.ANIMÉES-20/10.NÉGATIFS/Dist.animee.negatif4.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,P017,001,2025-06-10_16h12.43.413,Emotion.Memoire.2024,2024.1.5,MacIntel,59.88023952,99.2073,109.2073,109.2075,111.8236,5,1.1288,1,2.6137,0,7,7,7,1,IMAGES_EXP_mp4_40/FIXES/FIX-NEUTRE-mp4/image10.mp4,IMAGES_EXP_mp4_40/FIXES/FIX-NEGATIF-mp4/Image2.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,P017,001,2025-06-10_16h12.43.413,Emotion.Memoire.2024,2024.1.5,MacIntel,59.88023952,111.8239,121.673,121.6733,125.0062,1,2.1304,9,3.3304,0,8,8,8,1,IMAGES_EXP_mp4_40/ANIMEES/10- ANIMEES --NEGATIVES /Video1.mp4,IMAGES_EXP_mp4_40/FIXES/FIX-NEGATIF-mp4/Image9.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,P017,001,2025-06-10_16h12.43.413,Emotion.Memoire.2024,2024.1.5,MacIntel,59.88023952,125.0064,135.007,135.0072,138.624,5,2.4644,1,3.6143,0,9,9,9,1,IMAGES_EXP_mp4_40/FIXES/FIX-NEUTRE-mp4/image4.mp4,DISTRACTEURS-40/DIST.FIXES-20/10.NEUTRES /Dist.fix.neutre8.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,P017,001,2025-06-10_16h12.43.413,Emotion.Memoire.2024,2024.1.5,MacIntel,59.88023952,138.6243,148.6245,148.6249,152.3411,5,2.7122,2,3.7124,0,10,10,10,1,IMAGES_EXP_mp4_40/ANIMEES/11-ANIMEES --- NEUTRES /video6.mp4,DISTRACTEURS-40/DIST.ANIMÉES-20/10.NÉGATIFS/Dist.animee.negatif8.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,P017,001,2025-06-10_16h12.43.413,Emotion.Memoire.2024,2024.1.5,MacIntel,59.88023952,152.3414,162.3414,162.3418,164.9077,5,1.7781,1,2.5611,0,11,11,11,1,IMAGES_EXP_mp4_40/ANIMEES/11-ANIMEES --- NEUTRES /video9.mp4,IMAGES_EXP_mp4_40/ANIMEES/11-ANIMEES --- NEUTRES /video8.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,P017,001,2025-06-10_16h12.43.413,Emotion.Memoire.2024,2024.1.5,MacIntel,59.88023952,164.9079,174.9081,174.9083,178.2407,5,2.5809,1,3.3308,0,12,12,12,1,IMAGES_EXP_mp4_40/FIXES/FIX-NEUTRE-mp4/image8.mp4,IMAGES_EXP_mp4_40/ANIMEES/10- ANIMEES --NEGATIVES /Video8.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,P017,001,2025-06-10_16h12.43.413,Emotion.Memoire.2024,2024.1.5,MacIntel,59.88023952,178.2409,188.2415,188.2417,191.5583,5,2.4955,2,3.3131,0,13,13,13,1,IMAGES_EXP_mp4_40/ANIMEES/11-ANIMEES --- NEUTRES /video5.mp4,DISTRACTEURS-40/DIST.FIXES-20/10.NÉGATIFS/Dist.fix.negatif8.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
