Consigne.started,Consigne.stopped,Key_resp1.keys,Key_resp1.rt,Key_resp1.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,IMAGES.started,IMAGES.stopped,SAM.started,SAM.stopped,Plaisir.response,Plaisir.rt,EVEIL.response,EVEIL.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ImageFile,ImagesDistracteursFile,Test,Calcul.started,Calcul.stopped,Key_response.keys,Key_response.rt,Key_response.duration,Consigne_reco.started,Consigne_reco.stopped,key_resp_reconn.keys,key_resp_reconn.rt,key_resp_reconn.duration,DISTRACTEURS.started,DISTRACTEURS.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,MERCI.started,MERCI.stopped
0.0002,65.6428,space,65.5541,,P023,001,2025-02-25_21h13.25.696,Emotion.Memoire.2024,2024.1.5,MacIntel,56.81818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,P023,001,2025-02-25_21h13.25.696,Emotion.Memoire.2024,2024.1.5,MacIntel,56.81818182,65.6532,75.6424,75.6428,90.493,1,10.8477,1,14.8472,0,0,0,0,1,IMAGES_EXP_mp4_40/FIXES/FIX-NEGATIF-mp4/Image6.mp4,DISTRACTEURS-40/DIST.ANIMÉES-20/10.NÉGATIFS/Dist.animee.negatif10.mp4,IMAGES_EXP_mp4_40/ANIMEES/10- ANIMEES --NEGATIVES /Video1.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,P023,001,2025-02-25_21h13.25.696,Emotion.Memoire.2024,2024.1.5,MacIntel,56.81818182,90.4935,100.4935,100.4937,102.5592,2,1.2799,1,2.0631,0,1,1,1,1,IMAGES_EXP_mp4_40/FIXES/FIX-NEUTRE-mp4/image9.mp4,DISTRACTEURS-40/DIST.ANIMÉES-20/10.NEUTRES/Dist.animee.neutre3.mp4,DISTRACTEURS-40/DIST.FIXES-20/10.NÉGATIFS/Dist.fix.negatif3.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,P023,001,2025-02-25_21h13.25.696,Emotion.Memoire.2024,2024.1.5,MacIntel,56.81818182,102.5594,112.5595,112.5598,119.3267,1,3.3478,1,6.7653,0,2,2,2,1,IMAGES_EXP_mp4_40/FIXES/FIX-NEGATIF-mp4/Image3.mp4,IMAGES_EXP_mp4_40/ANIMEES/10- ANIMEES --NEGATIVES /Video2.mp4,DISTRACTEURS-40/DIST.FIXES-20/10.NÉGATIFS/Dist.fix.negatif5.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,P023,001,2025-02-25_21h13.25.696,Emotion.Memoire.2024,2024.1.5,MacIntel,56.81818182,119.3271,129.3279,129.3282,133.4777,1,3.3138,1,4.1469,0,3,3,3,1,IMAGES_EXP_mp4_40/FIXES/FIX-NEGATIF-mp4/Image4.mp4,IMAGES_EXP_mp4_40/FIXES/FIX-NEUTRE-mp4/image6.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,P023,001,2025-02-25_21h13.25.696,Emotion.Memoire.2024,2024.1.5,MacIntel,56.81818182,133.478,143.4783,143.4786,144.6947,1,0.7302,1,1.2128,0,4,4,4,1,IMAGES_EXP_mp4_40/FIXES/FIX-NEGATIF-mp4/Image10.mp4,IMAGES_EXP_mp4_40/FIXES/FIX-NEUTRE-mp4/image2.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,P023,001,2025-02-25_21h13.25.696,Emotion.Memoire.2024,2024.1.5,MacIntel,56.81818182,144.6951,154.6955,154.6957,158.9289,2,3.4131,1,4.2295,0,5,5,5,1,IMAGES_EXP_mp4_40/ANIMEES/11-ANIMEES --- NEUTRES /video10.mp4,DISTRACTEURS-40/DIST.FIXES-20/10.NEUTRES /Dist.fix.neutre7.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,P023,001,2025-02-25_21h13.25.696,Emotion.Memoire.2024,2024.1.5,MacIntel,56.81818182,158.9293,168.9281,168.9283,173.2615,1,3.6148,1,4.3311,0,6,6,6,1,IMAGES_EXP_mp4_40/ANIMEES/10- ANIMEES --NEGATIVES /Video4.mp4,DISTRACTEURS-40/DIST.ANIMÉES-20/10.NÉGATIFS/Dist.animee.negatif4.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,P023,001,2025-02-25_21h13.25.696,Emotion.Memoire.2024,2024.1.5,MacIntel,56.81818182,173.2618,183.263,183.2633,196.03,1,11.897,1,12.7632,0,7,7,7,1,IMAGES_EXP_mp4_40/FIXES/FIX-NEUTRE-mp4/image10.mp4,IMAGES_EXP_mp4_40/FIXES/FIX-NEGATIF-mp4/Image2.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,P023,001,2025-02-25_21h13.25.696,Emotion.Memoire.2024,2024.1.5,MacIntel,56.81818182,196.0303,205.8971,205.8974,207.2461,1,0.7976,1,1.3471,0,8,8,8,1,IMAGES_EXP_mp4_40/ANIMEES/10- ANIMEES --NEGATIVES /Video1.mp4,IMAGES_EXP_mp4_40/FIXES/FIX-NEGATIF-mp4/Image9.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
