Consigne.started,Consigne.stopped,Key_resp1.keys,Key_resp1.rt,Key_resp1.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,IMAGES.started,IMAGES.stopped,SAM.started,SAM.stopped,Plaisir.response,Plaisir.rt,EVEIL.response,EVEIL.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ImageFile,ImagesDistracteursFile,Test,Calcul.started,Calcul.stopped,Key_response.keys,Key_response.rt,Key_response.duration,Consigne_reco.started,Consigne_reco.stopped,key_resp_reconn.keys,key_resp_reconn.rt,key_resp_reconn.duration,DISTRACTEURS.started,DISTRACTEURS.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,MERCI.started,MERCI.stopped
0.0004,19.175,space,18.9173,,P008,001,2025-01-16_14h08.43.643,Emotion.Memoire.2024,2024.1.5,Win32,59.17159763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,P008,001,2025-01-16_14h08.43.643,Emotion.Memoire.2024,2024.1.5,Win32,59.17159763,19.1914,29.1856,29.1863,46.416,5,10.0963,6,17.2215,0,0,0,0,1,IMAGES_EXP_mp4_40/FIXES/FIX-NEGATIF-mp4/Image6.mp4,DISTRACTEURS-40/DIST.ANIMÉES-20/10.NÉGATIFS/Dist.animee.negatif10.mp4,IMAGES_EXP_mp4_40/ANIMEES/10- ANIMEES --NEGATIVES /Video1.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,P008,001,2025-01-16_14h08.43.643,Emotion.Memoire.2024,2024.1.5,Win32,59.17159763,46.4166,56.4067,56.4072,68.4493,7,9.5688,2,12.0407,0,1,1,1,1,IMAGES_EXP_mp4_40/FIXES/FIX-NEUTRE-mp4/image9.mp4,DISTRACTEURS-40/DIST.ANIMÉES-20/10.NEUTRES/Dist.animee.neutre3.mp4,DISTRACTEURS-40/DIST.FIXES-20/10.NÉGATIFS/Dist.fix.negatif3.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,P008,001,2025-01-16_14h08.43.643,Emotion.Memoire.2024,2024.1.5,Win32,59.17159763,68.4495,78.4474,78.4478,84.0616,2,2.5175,6,5.6105,0,2,2,2,1,IMAGES_EXP_mp4_40/FIXES/FIX-NEGATIF-mp4/Image3.mp4,IMAGES_EXP_mp4_40/ANIMEES/10- ANIMEES --NEGATIVES /Video2.mp4,DISTRACTEURS-40/DIST.FIXES-20/10.NÉGATIFS/Dist.fix.negatif5.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,P008,001,2025-01-16_14h08.43.643,Emotion.Memoire.2024,2024.1.5,Win32,59.17159763,84.0621,94.0587,94.0589,97.9306,3,1.8682,6,3.8706,0,3,3,3,1,IMAGES_EXP_mp4_40/FIXES/FIX-NEGATIF-mp4/Image4.mp4,IMAGES_EXP_mp4_40/FIXES/FIX-NEUTRE-mp4/image6.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,P008,001,2025-01-16_14h08.43.643,Emotion.Memoire.2024,2024.1.5,Win32,59.17159763,97.9309,107.9201,107.9203,111.3246,1,0.9165,8,3.4033,0,4,4,4,1,IMAGES_EXP_mp4_40/FIXES/FIX-NEGATIF-mp4/Image10.mp4,IMAGES_EXP_mp4_40/FIXES/FIX-NEUTRE-mp4/image2.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,P008,001,2025-01-16_14h08.43.643,Emotion.Memoire.2024,2024.1.5,Win32,59.17159763,111.3249,121.2809,121.281,128.0377,7,4.2858,2,6.7558,0,5,5,5,1,IMAGES_EXP_mp4_40/ANIMEES/11-ANIMEES --- NEUTRES /video10.mp4,DISTRACTEURS-40/DIST.FIXES-20/10.NEUTRES /Dist.fix.neutre7.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,P008,001,2025-01-16_14h08.43.643,Emotion.Memoire.2024,2024.1.5,Win32,59.17159763,128.0379,138.0373,138.0376,143.892,4,3.5425,5,5.8457,0,6,6,6,1,IMAGES_EXP_mp4_40/ANIMEES/10- ANIMEES --NEGATIVES /Video4.mp4,DISTRACTEURS-40/DIST.ANIMÉES-20/10.NÉGATIFS/Dist.animee.negatif4.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,P008,001,2025-01-16_14h08.43.643,Emotion.Memoire.2024,2024.1.5,Win32,59.17159763,143.8923,153.8832,153.8836,165.4256,7,5.7443,3,11.5325,0,7,7,7,1,IMAGES_EXP_mp4_40/FIXES/FIX-NEUTRE-mp4/image10.mp4,IMAGES_EXP_mp4_40/FIXES/FIX-NEGATIF-mp4/Image2.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,P008,001,2025-01-16_14h08.43.643,Emotion.Memoire.2024,2024.1.5,Win32,59.17159763,165.4259,175.4321,175.4326,181.6781,4,4.0386,5,6.2445,0,8,8,8,1,IMAGES_EXP_mp4_40/ANIMEES/10- ANIMEES --NEGATIVES /Video1.mp4,IMAGES_EXP_mp4_40/FIXES/FIX-NEGATIF-mp4/Image9.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,P008,001,2025-01-16_14h08.43.643,Emotion.Memoire.2024,2024.1.5,Win32,59.17159763,181.6783,191.6684,191.6688,199.769,5,7.2709,5,8.0994,0,9,9,9,1,IMAGES_EXP_mp4_40/FIXES/FIX-NEUTRE-mp4/image4.mp4,DISTRACTEURS-40/DIST.FIXES-20/10.NEUTRES /Dist.fix.neutre8.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,P008,001,2025-01-16_14h08.43.643,Emotion.Memoire.2024,2024.1.5,Win32,59.17159763,199.7692,209.7673,209.7676,215.7223,7,3.4344,3,5.954,0,10,10,10,1,IMAGES_EXP_mp4_40/ANIMEES/11-ANIMEES --- NEUTRES /video6.mp4,DISTRACTEURS-40/DIST.ANIMÉES-20/10.NÉGATIFS/Dist.animee.negatif8.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,P008,001,2025-01-16_14h08.43.643,Emotion.Memoire.2024,2024.1.5,Win32,59.17159763,215.7225,225.7214,225.7227,233.7358,6,5.0584,5,8.0119,0,11,11,11,1,IMAGES_EXP_mp4_40/ANIMEES/11-ANIMEES --- NEUTRES /video9.mp4,IMAGES_EXP_mp4_40/ANIMEES/11-ANIMEES --- NEUTRES /video8.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,P008,001,2025-01-16_14h08.43.643,Emotion.Memoire.2024,2024.1.5,Win32,59.17159763,233.7359,243.7262,243.7265,250.5491,6,4.1732,4,6.8217,0,12,12,12,1,IMAGES_EXP_mp4_40/FIXES/FIX-NEUTRE-mp4/image8.mp4,IMAGES_EXP_mp4_40/ANIMEES/10- ANIMEES --NEGATIVES /Video8.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,P008,001,2025-01-16_14h08.43.643,Emotion.Memoire.2024,2024.1.5,Win32,59.17159763,250.5492,260.5384,260.5388,268.6306,4,2.9529,6,8.0911,0,13,13,13,1,IMAGES_EXP_mp4_40/ANIMEES/11-ANIMEES --- NEUTRES /video5.mp4,DISTRACTEURS-40/DIST.FIXES-20/10.NÉGATIFS/Dist.fix.negatif8.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,P008,001,2025-01-16_14h08.43.643,Emotion.Memoire.2024,2024.1.5,Win32,59.17159763,268.6308,278.6305,278.6308,283.5843,7,3.4591,3,4.9449,0,14,14,14,1,IMAGES_EXP_mp4_40/ANIMEES/11-ANIMEES --- NEUTRES /video1.mp4,DISTRACTEURS-40/DIST.FIXES-20/10.NEUTRES /Dist.fix.neutre2.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,P008,001,2025-01-16_14h08.43.643,Emotion.Memoire.2024,2024.1.5,Win32,59.17159763,283.5847,292.9136,292.9137,297.9957,2,2.2064,5,5.0784,0,15,15,15,1,IMAGES_EXP_mp4_40/ANIMEES/10- ANIMEES --NEGATIVES /Video9.mp4,DISTRACTEURS-40/DIST.ANIMÉES-20/10.NEUTRES/Dist.animee.neutre10.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,P008,001,2025-01-16_14h08.43.643,Emotion.Memoire.2024,2024.1.5,Win32,59.17159763,297.996,306.8357,306.8357,310.105,3,1.1804,8,3.2597,0,16,16,16,1,IMAGES_EXP_mp4_40/ANIMEES/10- ANIMEES --NEGATIVES /Video8.mp4,DISTRACTEURS-40/DIST.FIXES-20/10.NEUTRES /Dist.fix.neutre5.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,P008,001,2025-01-16_14h08.43.643,Emotion.Memoire.2024,2024.1.5,Win32,59.17159763,310.1054,320.1029,320.1035,326.4082,3,1.9704,6,6.3032,0,17,17,17,1,IMAGES_EXP_mp4_40/FIXES/FIX-NEGATIF-mp4/Image5.mp4,DISTRACTEURS-40/DIST.ANIMÉES-20/10.NEUTRES/Dist.animee.neutre1.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,P008,001,2025-01-16_14h08.43.643,Emotion.Memoire.2024,2024.1.5,Win32,59.17159763,326.4084,336.3986,336.3988,343.5726,7,6.0211,3,7.173,0,18,18,18,1,IMAGES_EXP_mp4_40/ANIMEES/11-ANIMEES --- NEUTRES /video2.mp4,IMAGES_EXP_mp4_40/FIXES/FIX-NEUTRE-mp4/image5.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,P008,001,2025-01-16_14h08.43.643,Emotion.Memoire.2024,2024.1.5,Win32,59.17159763,343.5729,353.5643,353.5647,357.9674,2,2.1822,7,4.4017,0,19,19,19,1,IMAGES_EXP_mp4_40/ANIMEES/10- ANIMEES --NEGATIVES /Video7.mp4,IMAGES_EXP_mp4_40/FIXES/FIX-NEUTRE-mp4/image7.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
