Consigne.started,Consigne.stopped,Key_resp1.keys,Key_resp1.rt,Key_resp1.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,IMAGES.started,IMAGES.stopped,SAM.started,SAM.stopped,Plaisir.response,Plaisir.rt,EVEIL.response,EVEIL.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ImageFile,ImagesDistracteursFile,Test,Calcul.started,Calcul.stopped,Key_response.keys,Key_response.rt,Key_response.duration,Consigne_reco.started,Consigne_reco.stopped,key_resp_reconn.keys,key_resp_reconn.rt,key_resp_reconn.duration,DISTRACTEURS.started,DISTRACTEURS.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,MERCI.started,MERCI.stopped
0.0003,5573.4471,space,5572.2215,,974490,001,2025-03-25_11h48.28.273,Emotion.Memoire.2024,2024.1.5,Win32,2.608242045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,974490,001,2025-03-25_11h48.28.273,Emotion.Memoire.2024,2024.1.5,Win32,2.608242045,5573.459,5583.4623,5583.4634,5604.0289,5,10.5445,3,20.5604,0,0,0,0,1,IMAGES_EXP_mp4_40/FIXES/FIX-NEGATIF-mp4/Image6.mp4,DISTRACTEURS-40/DIST.ANIMÉES-20/10.NÉGATIFS/Dist.animee.negatif10.mp4,IMAGES_EXP_mp4_40/ANIMEES/10- ANIMEES --NEGATIVES /Video1.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,974490,001,2025-03-25_11h48.28.273,Emotion.Memoire.2024,2024.1.5,Win32,2.608242045,5604.0296,5614.0288,5614.0295,5636.0784,5,17.2746,1,22.0388,0,1,1,1,1,IMAGES_EXP_mp4_40/FIXES/FIX-NEUTRE-mp4/image9.mp4,DISTRACTEURS-40/DIST.ANIMÉES-20/10.NEUTRES/Dist.animee.neutre3.mp4,DISTRACTEURS-40/DIST.FIXES-20/10.NÉGATIFS/Dist.fix.negatif3.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,974490,001,2025-03-25_11h48.28.273,Emotion.Memoire.2024,2024.1.5,Win32,2.608242045,5636.0791,5646.0783,5646.0786,5665.7784,2,8.1447,3,19.689,0,2,2,2,1,IMAGES_EXP_mp4_40/FIXES/FIX-NEGATIF-mp4/Image3.mp4,IMAGES_EXP_mp4_40/ANIMEES/10- ANIMEES --NEGATIVES /Video2.mp4,DISTRACTEURS-40/DIST.FIXES-20/10.NÉGATIFS/Dist.fix.negatif5.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,974490,001,2025-03-25_11h48.28.273,Emotion.Memoire.2024,2024.1.5,Win32,2.608242045,5665.7793,5675.7789,5675.7798,5681.945,5,2.5957,3,6.1631,0,3,3,3,1,IMAGES_EXP_mp4_40/FIXES/FIX-NEGATIF-mp4/Image4.mp4,IMAGES_EXP_mp4_40/FIXES/FIX-NEUTRE-mp4/image6.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,974490,001,2025-03-25_11h48.28.273,Emotion.Memoire.2024,2024.1.5,Win32,2.608242045,5681.9457,5691.9451,5691.9455,5701.3785,3,6.4782,3,9.4225,0,4,4,4,1,IMAGES_EXP_mp4_40/FIXES/FIX-NEGATIF-mp4/Image10.mp4,IMAGES_EXP_mp4_40/FIXES/FIX-NEUTRE-mp4/image2.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,974490,001,2025-03-25_11h48.28.273,Emotion.Memoire.2024,2024.1.5,Win32,2.608242045,5701.3793,5711.3813,5711.3825,5716.5456,7,2.8011,5,5.1614,0,5,5,5,1,IMAGES_EXP_mp4_40/ANIMEES/11-ANIMEES --- NEUTRES /video10.mp4,DISTRACTEURS-40/DIST.FIXES-20/10.NEUTRES /Dist.fix.neutre7.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,974490,001,2025-03-25_11h48.28.273,Emotion.Memoire.2024,2024.1.5,Win32,2.608242045,5716.5461,5726.545,5726.5456,5733.8617,1,5.5582,1,7.3101,0,6,6,6,1,IMAGES_EXP_mp4_40/ANIMEES/10- ANIMEES --NEGATIVES /Video4.mp4,DISTRACTEURS-40/DIST.ANIMÉES-20/10.NÉGATIFS/Dist.animee.negatif4.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,974490,001,2025-03-25_11h48.28.273,Emotion.Memoire.2024,2024.1.5,Win32,2.608242045,5733.8625,5743.8618,5743.8624,5752.2951,8,5.8055,3,8.4217,0,7,7,7,1,IMAGES_EXP_mp4_40/FIXES/FIX-NEUTRE-mp4/image10.mp4,IMAGES_EXP_mp4_40/FIXES/FIX-NEGATIF-mp4/Image2.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,974490,001,2025-03-25_11h48.28.273,Emotion.Memoire.2024,2024.1.5,Win32,2.608242045,5752.2956,5762.2784,5762.279,5766.0617,1,1.9676,7,3.7762,0,8,8,8,1,IMAGES_EXP_mp4_40/ANIMEES/10- ANIMEES --NEGATIVES /Video1.mp4,IMAGES_EXP_mp4_40/FIXES/FIX-NEGATIF-mp4/Image9.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,974490,001,2025-03-25_11h48.28.273,Emotion.Memoire.2024,2024.1.5,Win32,2.608242045,5766.0625,5776.062,5776.0626,5780.7616,1,3.3606,7,4.6886,0,9,9,9,1,IMAGES_EXP_mp4_40/FIXES/FIX-NEUTRE-mp4/image4.mp4,DISTRACTEURS-40/DIST.FIXES-20/10.NEUTRES /Dist.fix.neutre8.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,974490,001,2025-03-25_11h48.28.273,Emotion.Memoire.2024,2024.1.5,Win32,2.608242045,5780.7622,5790.7612,5790.7617,5796.5117,7,4.0718,3,5.7397,0,10,10,10,1,IMAGES_EXP_mp4_40/ANIMEES/11-ANIMEES --- NEUTRES /video6.mp4,DISTRACTEURS-40/DIST.ANIMÉES-20/10.NÉGATIFS/Dist.animee.negatif8.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,974490,001,2025-03-25_11h48.28.273,Emotion.Memoire.2024,2024.1.5,Win32,2.608242045,5796.5124,5806.5125,5806.513,5811.1453,5,2.1064,1,4.6221,0,11,11,11,1,IMAGES_EXP_mp4_40/ANIMEES/11-ANIMEES --- NEUTRES /video9.mp4,IMAGES_EXP_mp4_40/ANIMEES/11-ANIMEES --- NEUTRES /video8.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,974490,001,2025-03-25_11h48.28.273,Emotion.Memoire.2024,2024.1.5,Win32,2.608242045,5811.1458,5821.1452,5821.1458,5824.4287,5,2.0625,3,3.2735,0,12,12,12,1,IMAGES_EXP_mp4_40/FIXES/FIX-NEUTRE-mp4/image8.mp4,IMAGES_EXP_mp4_40/ANIMEES/10- ANIMEES --NEGATIVES /Video8.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,974490,001,2025-03-25_11h48.28.273,Emotion.Memoire.2024,2024.1.5,Win32,2.608242045,5824.429,5834.4283,5834.4286,5839.9454,4,2.6116,4,5.5155,0,13,13,13,1,IMAGES_EXP_mp4_40/ANIMEES/11-ANIMEES --- NEUTRES /video5.mp4,DISTRACTEURS-40/DIST.FIXES-20/10.NÉGATIFS/Dist.fix.negatif8.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,974490,001,2025-03-25_11h48.28.273,Emotion.Memoire.2024,2024.1.5,Win32,2.608242045,5839.9458,5849.945,5849.9453,5854.0285,5,2.2743,1,4.0789,0,14,14,14,1,IMAGES_EXP_mp4_40/ANIMEES/11-ANIMEES --- NEUTRES /video1.mp4,DISTRACTEURS-40/DIST.FIXES-20/10.NEUTRES /Dist.fix.neutre2.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,974490,001,2025-03-25_11h48.28.273,Emotion.Memoire.2024,2024.1.5,Win32,2.608242045,5854.0289,5863.2954,5863.2958,5869.4118,2,3.5226,5,6.1116,0,15,15,15,1,IMAGES_EXP_mp4_40/ANIMEES/10- ANIMEES --NEGATIVES /Video9.mp4,DISTRACTEURS-40/DIST.ANIMÉES-20/10.NEUTRES/Dist.animee.neutre10.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,974490,001,2025-03-25_11h48.28.273,Emotion.Memoire.2024,2024.1.5,Win32,2.608242045,5869.4125,5878.2619,5878.2621,5883.8284,1,2.7618,5,5.5558,0,16,16,16,1,IMAGES_EXP_mp4_40/ANIMEES/10- ANIMEES --NEGATIVES /Video8.mp4,DISTRACTEURS-40/DIST.FIXES-20/10.NEUTRES /Dist.fix.neutre5.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,974490,001,2025-03-25_11h48.28.273,Emotion.Memoire.2024,2024.1.5,Win32,2.608242045,5883.8289,5893.8286,5893.8296,5896.9119,1,1.826,7,3.0709,0,17,17,17,1,IMAGES_EXP_mp4_40/FIXES/FIX-NEGATIF-mp4/Image5.mp4,DISTRACTEURS-40/DIST.ANIMÉES-20/10.NEUTRES/Dist.animee.neutre1.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,974490,001,2025-03-25_11h48.28.273,Emotion.Memoire.2024,2024.1.5,Win32,2.608242045,5896.9124,5906.9117,5906.9119,5911.3446,8,1.992,5,4.4233,0,18,18,18,1,IMAGES_EXP_mp4_40/ANIMEES/11-ANIMEES --- NEUTRES /video2.mp4,IMAGES_EXP_mp4_40/FIXES/FIX-NEUTRE-mp4/image5.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,974490,001,2025-03-25_11h48.28.273,Emotion.Memoire.2024,2024.1.5,Win32,2.608242045,5911.345,5921.3343,5921.3344,5924.395,1,1.6734,7,3.0506,0,19,19,19,1,IMAGES_EXP_mp4_40/ANIMEES/10- ANIMEES --NEGATIVES /Video7.mp4,IMAGES_EXP_mp4_40/FIXES/FIX-NEUTRE-mp4/image7.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,974490,001,2025-03-25_11h48.28.273,Emotion.Memoire.2024,2024.1.5,Win32,2.608242045,5924.3959,5934.3951,5934.3954,5937.8785,5,1.7412,1,3.4719,0,20,20,20,1,IMAGES_EXP_mp4_40/FIXES/FIX-NEUTRE-mp4/image5.mp4,IMAGES_EXP_mp4_40/ANIMEES/10- ANIMEES --NEGATIVES /Video10.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,974490,001,2025-03-25_11h48.28.273,Emotion.Memoire.2024,2024.1.5,Win32,2.608242045,5937.8789,5947.8783,5947.8789,5953.8617,6,4.0247,3,5.976,0,21,21,21,1,IMAGES_EXP_mp4_40/ANIMEES/11-ANIMEES --- NEUTRES /video3.mp4,IMAGES_EXP_mp4_40/ANIMEES/10- ANIMEES --NEGATIVES /Video4.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,974490,001,2025-03-25_11h48.28.273,Emotion.Memoire.2024,2024.1.5,Win32,2.608242045,5953.8624,5963.862,5963.8627,5968.7783,5,2.2413,3,4.9048,0,22,22,22,1,IMAGES_EXP_mp4_40/ANIMEES/10- ANIMEES --NEGATIVES /Video5.mp4,IMAGES_EXP_mp4_40/ANIMEES/10- ANIMEES --NEGATIVES /Video5.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,974490,001,2025-03-25_11h48.28.273,Emotion.Memoire.2024,2024.1.5,Win32,2.608242045,5968.7788,5978.7787,5978.7796,5982.6616,5,2.22,1,3.8717,0,23,23,23,1,IMAGES_EXP_mp4_40/ANIMEES/11-ANIMEES --- NEUTRES /video7.mp4,IMAGES_EXP_mp4_40/ANIMEES/11-ANIMEES --- NEUTRES /video6.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,974490,001,2025-03-25_11h48.28.273,Emotion.Memoire.2024,2024.1.5,Win32,2.608242045,5982.6621,5992.6619,5992.6624,5996.6447,5,1.8415,4,3.9769,0,24,24,24,1,IMAGES_EXP_mp4_40/FIXES/FIX-NEGATIF-mp4/Image8.mp4,IMAGES_EXP_mp4_40/ANIMEES/11-ANIMEES --- NEUTRES /video5.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,974490,001,2025-03-25_11h48.28.273,Emotion.Memoire.2024,2024.1.5,Win32,2.608242045,5996.6453,6006.645,6006.6457,6011.8117,1,1.93,7,5.1612,0,25,25,25,1,IMAGES_EXP_mp4_40/FIXES/FIX-NEGATIF-mp4/Image2.mp4,DISTRACTEURS-40/DIST.ANIMÉES-20/10.NÉGATIFS/Dist.animee.negatif5.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,974490,001,2025-03-25_11h48.28.273,Emotion.Memoire.2024,2024.1.5,Win32,2.608242045,6011.8122,6021.8118,6021.8124,6026.0781,5,2.2193,5,4.2586,0,26,26,26,1,IMAGES_EXP_mp4_40/FIXES/FIX-NEUTRE-mp4/image7.mp4,DISTRACTEURS-40/DIST.ANIMÉES-20/10.NEUTRES/Dist.animee.neutre4.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,974490,001,2025-03-25_11h48.28.273,Emotion.Memoire.2024,2024.1.5,Win32,2.608242045,6026.0787,6036.0782,6036.0786,6041.4114,5,3.1929,6,5.3214,0,27,27,27,1,IMAGES_EXP_mp4_40/ANIMEES/11-ANIMEES --- NEUTRES /video4.mp4,DISTRACTEURS-40/DIST.FIXES-20/10.NEUTRES /Dist.fix.neutre10.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
